ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,Kuppam,ap employees,ap assembly session today,Atchannaidu,alliance,Peddireddy ,polavaram,visakha,roja,nellore ,srikakulam,yuvashakti,ram gopal varma,tadepalli,suprem court,ap development,tadipatri,varahi ,nandigama
AvROo_W-tuY,2022-10-02,0.99860018491745,5817.0,TV5,58.0,10.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brCI-EEjBUY,2022-10-05,-0.998450517654419,278540.0,TV5,165.0,151.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hqrCpWl1CWc,2022-10-05,-0.99400132894516,19178.0,TV5,200.0,17.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LOMpVJB58AM,2022-10-05,-0.990565299987793,46288.0,TV5,200.0,41.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xsCefEhzL5o,2022-10-06,-0.9908705353736876,5441.0,Sakshi,218.0,35.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e96ixxuY04k,2022-10-10,-0.9901390075683594,3521.0,Sakshi,444.0,11.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
QJNp7-30LRY,2022-10-10,0.997703492641449,2221.0,Sakshi,167.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
4XNBhbtxu14,2022-10-10,0.9969521760940552,1801.0,Sakshi,310.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
apDHeh5jKec,2022-10-12,-0.9902475476264954,105598.0,ABN,265.0,57.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
J8E1K7UpIcc,2022-10-12,-0.9980291724205016,47382.0,ABN,415.0,46.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8Mx8Io0NYqg,2022-10-12,-0.9976289868354796,493573.0,Sakshi,260.0,509.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NWzQS5ShpbU,2022-10-12,-0.9965865612030028,776.0,ABN,328.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MfKfGfGvW2Q,2022-10-12,0.9936789870262146,1372.0,ABN,580.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yYk0LOKdXqo,2022-10-12,-0.9953792095184326,1386.0,Sakshi,229.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
bmV3s6pQvnw,2022-10-12,-0.9966263771057128,7462.0,ABN,360.0,10.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fyozwiQj-Y0,2022-10-12,-0.9976656436920166,8356.0,ABN,260.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fGtOMd3vkpE,2022-10-12,-0.9974138140678406,15694.0,ABN,445.0,18.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BPkucvY4BCU,2022-10-12,-0.9965881109237672,17440.0,ABN,480.0,16.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dPUkksrUNDg,2022-10-14,-0.9963974356651306,2582.0,Sakshi,144.0,54.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2CAaIt7dlEA,2022-10-18,-0.99510395526886,2386.0,ABN,230.0,11.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
HC03QgoEXHc,2022-10-18,0.9943572878837584,312969.0,Sakshi,458.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mMnfipmrCm0,2022-10-20,0.994237780570984,8407.0,Sakshi,585.0,24.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CvgDQbopouM,2022-10-20,-0.996459424495697,20849.0,Sakshi,574.0,115.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFwbcsjGKUs,2022-10-21,-0.8143107891082764,2957.0,ABN,306.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dvVaSIaauzk,2022-10-22,-0.9977396726608276,7816.0,TV5,180.0,9.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
tTa88e1a43A,2022-10-24,0.997646152973175,4066.0,TV5,485.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vYcuW3KFq4E,2022-10-26,0.9987258315086364,1003.0,TV5,105.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
pAjSHBA8Fhs,2022-10-27,-0.9985602498054504,420.0,Sakshi,124.0,2.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
QaXZWvHu4cE,2022-10-28,-0.9717333912849426,1321.0,Sakshi,530.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JfkxvDFtmMk,2022-10-28,0.9955297112464904,6091.0,TV5,345.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0
s50Btu5Ihis,2022-11-01,-0.9941465854644777,824.0,TV5,305.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ATSmXdKYm-8,2022-11-01,0.9976723790168762,544.0,TV5,265.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-DTLFhHcc5g,2022-11-01,0.9974756836891174,880.0,TV5,170.0,7.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pyP_MrToGz4,2022-11-01,0.9977879524230956,4981.0,TV5,175.0,15.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nkQPS5LTL-Q,2022-11-02,0.9900526404380798,24688.0,Sakshi,73.0,51.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XIdCdinBhUE,2022-11-03,-0.9976648092269896,1390.0,ABN,445.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
_eyk7mq_1m4,2022-11-04,-0.9951933026313782,1228.0,TV5,529.0,2.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
JLWbIL0OzL4,2022-11-04,-0.9992374181747437,4358.0,TV5,197.0,4.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nOsP_CnyL7w,2022-11-07,-0.9992225170135498,102612.0,Sakshi,515.0,198.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
jnZddEEmoX8,2022-11-09,0.9981533885002136,3923.0,Sakshi,292.0,13.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
T3aYK7qUa-A,2022-11-11,0.997295081615448,2002.0,Sakshi,341.0,6.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tJ-Qp5bPdb4,2022-11-12,-0.9934710264205932,3151.0,ABN,300.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0
a912r2_zcHY,2022-11-12,-0.9967789053916932,1629.0,ABN,410.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
httXbRyF3z8,2022-11-14,0.9959471821784972,4437.0,Sakshi,171.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3cPCFrP1qzg,2022-11-19,-0.9990221261978148,3009.0,TV9,158.0,18.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vhjixWIjLBM,2022-11-20,-0.9994105100631714,75063.0,Sakshi,294.0,93.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
lzICkNACJyw,2022-11-20,0.9935392737388612,6213.0,Sakshi,546.0,9.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VRc_s8zV_II,2022-11-20,0.9984995126724244,2368.0,Sakshi,493.0,8.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wFX9swaI5-g,2022-11-23,-0.998449444770813,93210.0,TV5,465.0,110.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sY9wU6vm1ss,2022-11-23,-0.99947589635849,1463.0,ABN,330.0,4.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Ocd5_wy7ses,2022-11-23,-0.9889982342720032,2937.0,TV9,534.0,16.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xA1ZF7kNRDM,2022-11-27,-0.993696630001068,4310.0,Sakshi,134.0,12.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
O89uuXfm6tc,2022-11-28,0.9756786823272704,1154.0,TV9,207.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
owDVcgiOjgI,2022-12-01,-0.9991980195045472,1657.0,TV9,222.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rpn98Rk61K8,2022-12-01,0.9959979057312012,503.0,TV9,289.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0PR3mv1-W18,2022-12-01,-0.9984671473503112,1840.0,TV9,170.0,5.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77ABQUFEOKU,2022-12-01,-0.9915215969085692,2531.0,TV9,222.0,2.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
z0bLbVbB058,2022-12-01,-0.9991257786750792,3460.0,TV9,267.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmhSVgTeH0A,2022-12-02,-0.9944168329238892,41593.0,Sakshi,394.0,57.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hRAAh1P9blk,2022-12-04,0.9987976551055908,624.0,ABN,285.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OMfE6ni4PBo,2022-12-04,-0.985087275505066,1246.0,ABN,370.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
is_GltrdDz4,2022-12-04,0.9968926310539246,1728.0,TV9,328.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JW9qTFoirI8,2022-12-04,0.9979070425033568,1327.0,TV9,300.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W9bC9zF0GuA,2022-12-04,-0.9988150596618652,1000.0,TV9,266.0,5.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
BVs2lSrKgb8,2022-12-04,-0.9979105591773988,3090.0,TV9,518.0,8.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bNFJxa3zkpc,2022-12-04,0.9937813878059388,2815.0,TV9,268.0,8.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
bzcgOT0eId4,2022-12-04,-0.9929113984107972,673.0,ABN,280.0,4.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MU4cSS31zns,2022-12-04,-0.9984418749809264,2335.0,ABN,280.0,5.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8K-my4FSWHg,2022-12-04,0.9852563142776488,2088.0,TV9,263.0,6.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LiKaLluWemE,2022-12-04,-0.994937539100647,2404.0,TV9,534.0,5.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9tYaluvSuHk,2022-12-05,-0.996806502342224,853.0,TV9,249.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
7KJ4gNEa5hI,2022-12-05,0.9977754950523376,1590.0,TV9,336.0,6.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tjrIM6bsTDo,2022-12-10,0.99737286567688,43712.0,TV5,580.0,126.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Azqzn9TLh-8,2022-12-10,0.9960606694221495,184986.0,ABN,525.0,517.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EnFnh_JWj9Q,2022-12-11,-0.99904865026474,50803.0,TV9,48.0,76.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JCwZbI2H0SU,2022-12-12,-0.9979290962219238,1899.0,TV9,573.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRx-9IlpFlg,2022-12-12,0.9988640546798706,1587.0,Sakshi,260.0,6.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1
HoxSiU2HqgU,2022-12-13,0.994417667388916,1075.0,ABN,479.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMHL1yuY7w4,2022-12-14,0.9983717799186708,1139.0,Sakshi,217.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
QnlxRTEBJZw,2022-12-17,-0.9937410950660706,125231.0,TV5,431.0,30.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0
IyIL8_FOuLs,2022-12-17,-0.9883793592453004,61980.0,Sakshi,501.0,88.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10jGZQhmVOQ,2022-12-19,-0.9450049996376038,420.0,TV5,180.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7zqZIiuw9Zs,2022-12-19,-0.9983148574829102,1460.0,TV5,160.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B55Yq54Q058,2022-12-19,-0.996299684047699,331.0,TV5,135.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23WNTghboB0,2022-12-21,0.9988786578178406,24521.0,Sakshi,207.0,68.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
