ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,Kuppam,ap employees,ap assembly session today,Atchannaidu,alliance,Peddireddy ,polavaram,visakha,roja,nellore ,srikakulam,yuvashakti,ram gopal varma,tadepalli,suprem court,ap development,tadipatri,varahi ,nandigama
lzu7qGSoYio,2023-02-06,0.998619794845581,1133.0,TV9,143.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
CR1Pg_H-axc,2023-02-07,-0.9960708618164062,4627.0,TV9,153.0,17.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PEJU32CPJBI,2023-02-07,0.9930522441864014,848.0,ABN,193.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
Dqtzlm1B5KA,2023-02-07,0.998558223247528,251323.0,TV5,539.0,633.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0
Hjob377coOQ,2023-02-07,0.9953963160514832,903.0,TV9,83.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KVLQTq8h4NY,2023-02-07,-0.9944064617156982,4107.0,TV9,155.0,17.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M61_QTL9oF4,2023-02-07,-0.9770010113716124,19952.0,TV9,560.0,41.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19HadTXiNCQ,2023-02-07,-0.9980124235153198,792.0,ABN,277.0,4.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q8lARzewKZw,2023-02-08,-0.998254120349884,3887.0,Sakshi,500.0,5.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6ZtkdymavXI,2023-02-08,0.9942626357078552,3852.0,TV5,250.0,13.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GjWlHqfOEfA,2023-02-09,-0.9964872598648072,8396.0,TV5,455.0,23.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HNgw_maH1Ac,2023-02-11,-0.9981406927108764,1802.0,ABN,521.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPIdx46hHWg,2023-02-11,-0.9800782203674316,1949.0,ABN,243.0,4.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1
KK8jNk32Jdg,2023-02-11,-0.9902594685554504,39111.0,Sakshi,223.0,50.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1
pfzlOumbGZ8,2023-02-11,-0.9947810769081116,1416.0,ABN,274.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
prsEewzUorY,2023-02-12,0.997655153274536,5897.0,Sakshi,503.0,25.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go9rRv4Fvy0,2023-02-12,-0.9993313550949096,1930.0,Sakshi,130.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
aBi_vsGyXG4,2023-02-13,0.9678323864936828,963.0,TV9,421.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xoEgUQOjqig,2023-02-13,0.997094988822937,426.0,TV9,252.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6F_SzGfb2_Q,2023-02-13,0.9957488775253296,1462.0,TV9,253.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IqmbJ9tIGCE,2023-02-13,0.9948071837425232,21739.0,TV9,171.0,22.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0yJLT9xnDJk,2023-02-14,0.9980666041374208,437.0,TV9,141.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GLpokUFChrA,2023-02-14,-0.9939496517181396,2671.0,TV9,140.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fLLTn1o5YK8,2023-02-15,0.9934033751487732,1009.0,ABN,242.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
mhb0mCEk2Hc,2023-02-15,-0.993196964263916,1122.0,Sakshi,322.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ZbL7XXN51ho,2023-02-15,-0.996273636817932,926.0,TV9,358.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WiSVvnnkGFQ,2023-02-16,0.9979853630065918,2348.0,TV9,336.0,21.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NBmK35CrA2s,2023-02-16,-0.9964973330497742,8652.0,TV5,63.0,21.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTfl78bG3A,2023-02-16,0.9954654574394226,842.0,TV9,375.0,8.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kEYZsEu7jxo,2023-02-16,-0.9994231462478638,1222.0,TV9,274.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbto_l9xZ8k,2023-02-17,-0.999178946018219,4016.0,TV5,270.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aBmYRsHiBTs,2023-02-18,0.9986427426338196,2677.0,ABN,154.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1
hzc4ZrFOaK0,2023-02-19,0.9940833449363708,1228.0,TV9,288.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
By89zYwkjRA,2023-02-20,0.996969997882843,844.0,TV9,222.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
D20JmmIzy1I,2023-02-20,0.9981087446212769,5961.0,ABN,485.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARZU5F46oOE,2023-02-20,0.9956899285316468,2515.0,Sakshi,164.0,6.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
EjfzXnuXfUY,2023-02-20,0.9974836707115172,694.0,TV9,165.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N53cPmtS4OE,2023-02-23,-0.9979671835899352,2695.0,TV5,300.0,5.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
jtnUZLprQhM,2023-02-23,-0.9984209537506104,891.0,TV9,200.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cTc4ZD3OYL0,2023-02-25,-0.9984753727912904,2597.0,Sakshi,245.0,18.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
XifxmqLXNt0,2023-02-26,-0.9982317090034484,533.0,TV9,180.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z4_jOx8oqkg,2023-02-26,0.9988387227058412,1096.0,TV9,309.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nLbjLps0ioU,2023-03-01,-0.9879425168037416,61132.0,Sakshi,208.0,114.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q2FPtpX-c9E,2023-03-01,0.9732816219329834,73553.0,Sakshi,289.0,207.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
DrUVCTqszhY,2023-03-03,-0.9988504648208618,575.0,TV5,137.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
wFeookzt-K8,2023-03-04,0.9983536005020142,725.0,TV9,271.0,2.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uWCZ1Oo8OME,2023-03-08,0.9896200299263,11694.0,Sakshi,166.0,32.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hIuXXXMCwQs,2023-03-08,-0.9928733110427856,76162.0,Sakshi,221.0,249.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L_5Da58XxZc,2023-03-08,-0.9828224778175354,10008.0,Sakshi,176.0,14.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4BCJBq--FVE,2023-03-09,-0.9977388381958008,3606.0,TV9,328.0,9.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C7LB1b3nPC4,2023-03-10,-0.8874902725219727,15497.0,TV9,334.0,16.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hcohFWOZdBc,2023-03-11,-0.9986134767532348,834.0,Sakshi,131.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ifcFHD4MZxY,2023-03-11,0.9827539920806884,3507.0,TV5,315.0,28.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
mUAzKenCFFE,2023-03-12,0.9912109971046448,2802.0,ABN,316.0,8.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XeBkWFBx8IM,2023-03-13,-0.9947924017906188,3185.0,ABN,286.0,37.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LNRZAolxS6A,2023-03-13,0.9928287863731384,1730.0,TV9,344.0,4.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v8ffZcOgpOE,2023-03-13,-0.9977123737335204,577.0,TV9,264.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2tYK25DIm98,2023-03-13,0.9987033605575562,651.0,TV9,264.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gKiS9PPJMA8,2023-03-13,0.9928922653198242,3155.0,TV5,145.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Zml63JxYw,2023-03-13,-0.9952127933502196,1294.0,TV9,265.0,7.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cQorSkytcNM,2023-03-15,0.997719943523407,1034.0,TV9,253.0,4.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
57DYdX5UenY,2023-03-15,0.9966843724250792,2483.0,TV9,231.0,7.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
-Qv-IQz3B3A,2023-03-16,0.9986501336097716,184970.0,TV9,155.0,62.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
_qcTi_HRFv4,2023-03-17,0.9983118772506714,1443.0,Sakshi,313.0,6.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0
ZAjHiJjeLMQ,2023-03-18,0.9982810020446776,5056.0,TV5,175.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0
tmOQILuVM0E,2023-03-18,-0.9979162812232972,2765.0,TV5,270.0,6.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QBLv7KtOZVU,2023-03-18,-0.9944000840187072,14082.0,Sakshi,335.0,182.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u_YrOOYLN5s,2023-03-18,-0.9839249849319458,1068.0,Sakshi,333.0,11.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ZJiQjTTdEM,2023-03-19,0.9642904996871948,47888.0,ABN,229.0,75.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0
Ec-WRerGXwo,2023-03-27,-0.9976660013198853,2664.0,TV9,336.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9yuQR9aYG4w,2023-03-27,-0.9985182881355286,7720.0,Sakshi,122.0,38.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kY9JpCqZF3E,2023-03-28,0.9956486821174622,6187.0,Sakshi,69.0,13.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
cz4rrOgZ__w,2023-03-28,-0.9963653087615968,2219.0,Sakshi,125.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
vP0m-x5jM80,2023-03-30,-0.9979557991027832,1665.0,TV5,305.0,2.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jfhn75Il6go,2023-04-03,-0.9629538655281068,3721.0,TV5,312.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
XVIsrHKXk4g,2023-04-04,-0.9994226694107056,957.0,TV5,326.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
dhA0kL-cynU,2023-04-05,0.9985254406929016,1232.0,Sakshi,181.0,3.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YPdIeSiQD4Y,2023-04-10,-0.998318076133728,856.0,TV9,205.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
qJkR0DqYlVA,2023-04-10,-0.99850732088089,976.0,TV5,345.0,1.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h1ju1SGctfY,2023-04-11,-0.9878427982330322,1973.0,TV9,207.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0BpRzIDmtR8,2023-04-12,-0.9916921854019164,15592.0,TV9,71.0,9.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NHv71taGvZk,2023-04-15,-0.9989423155784608,149016.0,Sakshi,179.0,218.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EKIEKBssrVM,2023-04-16,0.9985769987106324,553.0,TV9,271.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNihNBCyMEg,2023-04-18,-0.9994770884513856,1882.0,TV9,226.0,13.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
qhOTcUej0K8,2023-04-20,-0.999431312084198,485.0,TV9,245.0,6.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1
_BW8o4NKxUM,2023-04-20,-0.9898994565010072,837.0,TV9,209.0,0.0,tirupati_l.png,Balli Durga Prasad Rao,YSRCP,Tirupati_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
