ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,AP ,yuvagalam,amaravati,ap employees,ap assembly session today,alliance,polavaram,visakha,byreddy siddharth reddy
qQfx3M0thv8,2022-12-19,-0.9961588382720948,10348.0,TV5,401.0,5.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
v9wWnkNXXvM,2022-12-20,0.986791491508484,34329.0,TV5,514.0,23.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2YcWVaRS90,2022-12-21,-0.9964403510093688,14027.0,TV5,465.0,8.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
EY2ID2Gwu58,2022-12-22,0.9917333126068116,2778.0,TV9,481.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L3DLlV47Q5Y,2022-12-23,-0.9994959831237792,2231.0,ABN,235.0,2.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
jc_s35eFyHk,2022-12-24,0.9985380172729492,2182.0,ABN,397.0,4.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jpBjnymn8YU,2022-12-24,-0.9974258542060852,7574.0,TV9,382.0,4.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J2xvdJgz8Hs,2022-12-27,0.9966418743133544,4697.0,Sakshi,362.0,4.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
uMypDxkEshQ,2022-12-27,-0.9959365129470824,9836.0,TV9,236.0,18.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
pXPS7c9_ipg,2022-12-27,-0.9971119165420532,1441.0,ABN,450.0,11.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0
5cEzOFGG4H4,2022-12-29,-0.8947004079818726,6490.0,ABN,220.0,3.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0
Aklc69rQyKY,2022-12-29,-0.9988914132118224,3955.0,ABN,350.0,3.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0
WsQTiAfZcSg,2022-12-29,-0.9992437362670898,1415.0,TV9,58.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
y2q5oOcB1qI,2022-12-30,0.9986306428909302,350.0,TV9,31.0,0.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mMSpW8O5z0A,2022-12-31,-0.9993172883987428,3102.0,TV9,152.0,2.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2LNzgSz2Ro,2023-01-01,-0.9979442954063416,6555.0,TV5,176.0,18.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
rEz8kk9bD5A,2023-01-02,0.9983910322189332,3075.0,TV5,251.0,7.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eD76pKj4MT8,2023-01-03,-0.9975647926330566,18601.0,ABN,321.0,76.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-niomiKaDaw,2023-01-05,-0.9865256547927856,24941.0,TV9,260.0,11.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
aX_MwCDvVPo,2023-01-05,-0.9985288381576538,1106.0,TV9,308.0,0.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
XyKqlB7Xl3g,2023-01-06,-0.993712604045868,12633.0,ABN,40.0,4.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5gLUNwYNOtk,2023-01-06,0.9959909319877625,83028.0,TV5,585.0,64.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZWm2LBVo0R4,2023-01-07,-0.9971163272857666,6142.0,TV5,260.0,3.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XYBHV09Rctg,2023-01-09,-0.997780978679657,603.0,TV5,259.0,0.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
jduWpIGH3iM,2023-01-11,0.9958416819572448,3512.0,TV9,384.0,6.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U5vP2Z45qIY,2023-01-12,0.9985337257385254,251964.0,ABN,450.0,172.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hAkNtre6XvU,2023-01-12,-0.9953626394271852,1855.0,TV5,222.0,3.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yJcTQgC4C_U,2023-01-13,0.9951100945472716,238905.0,ABN,287.0,307.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8mz4KHjVvkI,2023-01-13,0.989058792591095,19513.0,ABN,34.0,8.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Tyqqd1KkWM4,2023-01-13,-0.9932175278663636,2613.0,TV9,172.0,0.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fdaP27ivTDI,2023-01-16,0.991960108280182,89315.0,TV5,203.0,45.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1i4pi6hZe90,2023-01-17,0.995863437652588,2098.0,TV9,116.0,2.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UGH5VhRsMoY,2023-01-18,0.996575653553009,20722.0,TV9,444.0,7.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D8l-0d98dnA,2023-01-18,-0.998078227043152,666.0,TV5,345.0,2.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
ZkeEpTnO9kI,2023-01-18,-0.9922963976860046,579.0,TV5,150.0,0.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FBgQ9pb9drU,2023-01-19,-0.995027482509613,449.0,ABN,335.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0
mMQUjGpIKAA,2023-01-19,-0.995407223701477,6967.0,ABN,470.0,11.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YbsAUWYv5Jc,2023-01-24,0.9877693057060242,4943.0,ABN,268.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
dxeW4HqPWf4,2023-01-24,0.9904046058654784,1525.0,ABN,312.0,3.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
6UcI1TPPNKY,2023-01-24,-0.9910763502120972,701.0,TV5,195.0,0.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGLvnjqBpNU,2023-01-26,0.9986874461174012,2682.0,TV9,50.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
gn9IZ-QnkrM,2023-01-26,-0.9851179122924804,2709.0,TV5,305.0,4.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
hi_VYkKRBvs,2023-01-28,-0.9907045960426332,51343.0,ABN,530.0,160.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xSpneqCDqVw,2023-01-30,-0.9993836879730223,2713.0,ABN,380.0,3.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BQ2ctSBamnU,2023-01-30,-0.5177284479141235,727.0,TV9,283.0,4.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OAzmVAu4Ok0,2023-01-31,-0.9990886449813844,1352.0,ABN,140.0,0.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HgpGLz8t4J8,2023-01-31,-0.9990732669830322,8064.0,ABN,260.0,8.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mcar7vtspSw,2023-01-31,-0.9983299374580384,4231.0,ABN,355.0,8.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
B_CuCVVx_e8,2023-01-31,-0.9986949563026428,31169.0,ABN,425.0,32.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LnAv_FyaSbY,2023-01-31,-0.9994775652885436,6928.0,ABN,300.0,10.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eskQU5rKyng,2023-02-01,-0.99257093667984,2831.0,TV9,220.0,4.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POHM6fr5s8Y,2023-02-01,-0.9973878264427184,357.0,TV5,160.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FsiGpagbhtY,2023-02-01,-0.9952226281166076,20398.0,ABN,380.0,15.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UxiQLAYRGf0,2023-02-01,0.9966283440589904,17218.0,ABN,265.0,14.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5DWY_ZmnOX0,2023-02-02,0.9982126951217652,61895.0,TV9,260.0,60.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35D1x1Uunsg,2023-02-03,-0.9964336156845092,2010.0,TV5,375.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kzR_LLXbBHs,2023-02-04,-0.99509996175766,2140.0,TV5,283.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zWLPhSk3TXc,2023-02-05,-0.9807788133621216,2517.0,TV5,195.0,0.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P5EVlm6TgEY,2023-02-06,-0.997651755809784,17379.0,TV9,218.0,18.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0
Z7O1xiIbEUg,2023-02-07,-0.99904602766037,1036.0,ABN,131.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMY_FUMC9LI,2023-02-07,-0.9975250363349916,758.0,ABN,415.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iXJjlSEJPBE,2023-02-08,-0.9984857439994812,362539.0,TV5,506.0,80.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3KkOgzdvgY0,2023-02-09,-0.9983956217765808,85962.0,TV5,430.0,157.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
KoP1PA3pa-E,2023-02-09,-0.9959316849708556,3613.0,ABN,223.0,2.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uuZiTIBWffc,2023-02-10,0.9982452392578124,7977.0,TV5,285.0,18.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
78QuV7K5CYE,2023-02-11,0.9985400438308716,869.0,TV5,158.0,0.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
lsEignFCuEw,2023-02-13,-0.957274317741394,4051.0,ABN,217.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
88V69jFK7OY,2023-02-14,-0.9978262782096864,1283.0,TV5,104.0,2.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-G0AgxqSKqU,2023-02-17,-0.9895100593566896,630.0,TV5,295.0,0.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
I4y4u47ZTgk,2023-02-17,-0.9943881630897522,384.0,TV5,220.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
uscKvVc_3Og,2023-02-17,-0.6239707469940186,843.0,TV5,435.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRj9P4nh9p0,2023-02-20,0.9974567294120787,35249.0,TV9,466.0,0.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
V5zAb5SHm8s,2023-02-21,-0.9994075298309326,11163.0,ABN,180.0,7.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F50fP7uX3XI,2023-02-21,0.9972941279411316,16791.0,ABN,195.0,22.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
af-HvNartRo,2023-02-24,-0.9988691210746764,2491.0,Sakshi,242.0,7.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
-roBy0KfNYA,2023-02-25,0.9977385997772216,1621.0,TV9,93.0,2.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hNF6M2JAq5c,2023-02-25,-0.9988160133361816,4491.0,TV9,191.0,2.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
P2tOAauZTa8,2023-02-27,-0.9951775074005128,1369.0,TV9,328.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fRB1iuATKco,2023-02-28,-0.9991921782493592,695.0,TV5,350.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Sh1lL4X2G2U,2023-03-01,-0.9982542395591736,361.0,ABN,330.0,3.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ZjVzIcKW7LI,2023-03-03,-0.9976281523704528,2476.0,TV5,290.0,2.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0kdlwsITe8w,2023-03-04,0.9973336458206176,1957.0,TV9,160.0,0.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ULC9QztnzuQ,2023-03-07,-0.9963793158531188,2609.0,Sakshi,359.0,2.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
VzU8poii0co,2023-03-07,0.996552348136902,1717.0,TV5,124.0,2.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PW5PxdBnYGo,2023-03-13,0.9988310933113098,4229.0,TV9,315.0,2.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
BFJKZk0FO3k,2023-03-14,0.9958362579345704,290772.0,TV5,339.0,130.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0
OOEFyrlWnCQ,2023-03-16,-0.9994717240333556,602.0,ABN,215.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2lehxvKMN20,2023-03-17,-0.9982426166534424,97502.0,ABN,53.0,17.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zBGdIGmXqVs,2023-03-21,-0.9979301691055298,2707.0,TV9,231.0,6.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0
Y786-AhDaFM,2023-03-21,-0.9951282739639282,707.0,TV5,215.0,4.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
GGKXDEgh2eE,2023-03-21,-0.9991395473480223,2512.0,TV9,81.0,2.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
azYbRhQdUd4,2023-03-24,-0.9985249638557434,64956.0,ABN,40.0,26.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFkG2NFU_uM,2023-03-25,0.9977491497993468,835.0,ABN,128.0,1.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
y7HUDdYN8W0,2023-03-30,0.997670829296112,852.0,TV5,235.0,2.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OuexS6BOL8I,2023-03-30,-0.9942986965179444,2023.0,TV5,200.0,7.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
y7MC3SN9m_c,2023-04-03,-0.998954176902771,1596.0,ABN,257.0,6.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0
kKd5F1OKR1I,2023-04-04,-0.988716185092926,19544.0,TV9,181.0,33.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8CMTVS5nr0E,2023-04-08,0.9983507394790648,248.0,TV5,144.0,0.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BS9uXcg4_eg,2023-04-08,-0.9982649683952332,2802.0,TV9,223.0,15.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gtc2qFHzSJM,2023-04-16,-0.998650848865509,1038.0,TV9,293.0,0.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ONM9SWqiY9E,2023-04-18,-0.9963963627815248,10237.0,Sakshi,229.0,19.0,guntur_l.png,Galla Jayadev,TDP,Guntur,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
QMgJgbIcX8I,2023-04-21,0.9974318146705629,57662.0,TV9,318.0,77.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
03TJbVnUvog,2023-04-21,-0.99379163980484,46890.0,TV9,332.0,89.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gkHj_YSVfwY,2023-04-21,0.995621144771576,681.0,TV5,320.0,0.0,guntur_l.png,Galla Jayadev,TDP,Guntur,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
