ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,mantralayam.png,penukonda.png,vizianagaram_.png,vijayawada_l.png,jaggayyapeta.png,Srungavarapukota.png,tenali.png,kodur.png,venkatagiri.png,urvakonda.png,alur.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,nellore_city.png,tadikonda.png,eluru.png,palakollu.png,gudivada.png,puttaparthi.png,mandanapalli.png,myudukur.png,Rajam.png,pulivendula.png,vijayawada_west.png,kanigiri.png,srikalahasti.png,vinukonda.png,sarvepalli.png,vishakapatnam_south.png,kalayan_durg.png,madugula.png,unguturu.png,sattenapalli.png,Etcherla.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,bhimavaram.png,myalavaram.png,kurupam.png,paderu.png,nandikotkur.png,vizianagaram.png,tadepalligudem.png,tekkali.png,palakonda.png,Narasannapeta.png
vah3AK4Btg0,2023-02-08,33.0,0.0,1255.0,-0.9978944659233092,TV5,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SUe4DhsDOoE,2023-03-24,134.0,10.0,22225.0,0.9943872690200806,TV9,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flgUjALQuoE,2022-12-24,314.0,1.0,4077.0,-0.997534990310669,ABN,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cPAoF1IXgcs,2023-04-01,174.0,2.0,2103.0,-0.9992738366127014,ABN,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9lxjoFPbj-Q,2022-05-11,86.0,30.0,13149.0,0.9968329071998596,Sakshi,Gadapa Gadapaku ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
np3LEZeBCKM,2022-06-29,202.0,1.0,2991.0,0.992609441280365,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n2xTaRIxwUQ,2022-12-16,150.0,25.0,23045.0,0.9935856461524964,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fhepAYkY38A,2022-08-29,386.0,17.0,26759.0,-0.9930033087730408,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VZqVQraxpio,2022-09-30,86.0,126.0,79009.0,0.979791224002838,Sakshi,Gadapa Gadapaku ,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kC_v-fIqJLE,2022-11-21,188.0,2.0,12016.0,0.994716227054596,TV9,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLSDkVTGCQg,2022-06-20,1678.0,5.0,8350.0,0.9839879870414734,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ZvTRSK5xno,2022-06-30,590.0,2.0,1544.0,-0.9981874823570251,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
FmMmfSc8KE4,2022-05-10,235.0,494.0,204810.0,-0.9993543028831482,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Hd95UEs-W1g,2022-07-14,79.0,2.0,2179.0,0.9903818964958192,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k1xp3hgBcXE,2023-01-10,314.0,4.0,11798.0,-0.9831395745277404,TV9,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
zeMBTC-jWKo,2022-11-28,153.0,77.0,15021.0,-0.9932008385658264,Sakshi,Gadapa Gadapaku ,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
wtX4PoKLCSQ,2022-12-26,286.0,3.0,3014.0,-0.998778760433197,ABN,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blalMGISBZM,2022-07-21,400.0,2.0,2494.0,0.997864067554474,Sakshi,Gadapa Gadapaku ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sNrv8qhtdSE,2022-11-17,185.0,5.0,1586.0,-0.9903408885002136,TV5,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tcvkXPLBmEU,2023-02-01,87.0,1.0,2439.0,-0.9993587136268616,TV5,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wB1nd-_MC7M,2023-01-12,166.0,3.0,756.0,-0.9948116540908812,Sakshi,Gadapa Gadapaku ,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
SFx0oOUKlBY,2022-12-12,196.0,1.0,1415.0,0.9905143976211548,TV9,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IdpwYkSTd_c,2022-11-05,203.0,12.0,3920.0,0.995083749294281,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mcsrBOY8_SA,2022-11-06,161.0,125.0,18961.0,-0.9986403584480286,Sakshi,Gadapa Gadapaku ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vziMwQTUHgE,2022-05-20,278.0,158.0,83714.0,0.9971075654029846,Sakshi,Gadapa Gadapaku ,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bQUp6-mwxgQ,2023-04-03,138.0,5.0,6585.0,-0.998757004737854,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rHXVA23fDKc,2022-03-21,153.0,1.0,836.0,-0.9934784173965454,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDg0HhaJGXk,2022-07-31,172.0,29.0,23403.0,-0.9950520396232604,Sakshi,Gadapa Gadapaku ,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
oHYqZJha_Nc,2022-11-02,175.0,0.0,2093.0,-0.9962410926818848,ABN,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NfGW-7YXB18,2023-04-11,77.0,3.0,11152.0,0.9881795644760132,ABN,Gadapa Gadapaku ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yYbARBPcO28,2022-12-09,301.0,25.0,31188.0,0.9954782128334044,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
iDp4aEzdhHk,2022-10-30,179.0,30.0,11120.0,0.9965381622314452,Sakshi,Gadapa Gadapaku ,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
j6FUAHNIxL0,2022-06-18,141.0,13.0,8192.0,-0.9983178377151488,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
hirKl_QbDoI,2022-12-12,171.0,17.0,8272.0,0.9975371360778807,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07IFOeijzbs,2022-11-29,80.0,6.0,938.0,-0.9862871766090392,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H43LZBe0iIc,2022-12-23,209.0,12.0,127954.0,0.9782228469848632,TV9,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wvH00zN7F5o,2022-11-22,96.0,8.0,2164.0,-0.9798271656036376,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bbw5X94hB6U,2022-11-29,282.0,3.0,2933.0,0.9985670447349548,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wgfxa7x8VNk,2022-07-14,529.0,0.0,1203.0,0.9889938235282898,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q3RuNSGc5C0,2022-07-28,72.0,2.0,4806.0,0.9981056451797484,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o1nIWxWIWpk,2022-12-11,171.0,11.0,3632.0,0.9833340048789978,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tg90j-UQmq8,2022-12-15,214.0,86.0,30515.0,0.9981537461280824,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9nr2QHeFwkY,2022-11-02,133.0,0.0,1640.0,-0.9987727999687196,TV5,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIBhNnIU7zk,2022-08-11,155.0,166.0,43389.0,0.991706609725952,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tVn5UJ-GW_o,2022-12-16,264.0,3.0,3332.0,0.998198926448822,TV9,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xspC8puuiD4,2023-02-13,267.0,270.0,299331.0,0.9959906935691832,TV9,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
gblJAYAFKX0,2022-12-14,197.0,8.0,16214.0,0.9971765279769896,TV9,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ApIfJ7Umh7c,2022-10-07,348.0,7.0,1439.0,-0.9992496371269226,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2RupeUu0-Y,2022-12-08,162.0,209.0,66167.0,0.998166561126709,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRp4JFD5aTo,2022-06-01,134.0,10.0,4745.0,0.998484194278717,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DX5KA4GSTf4,2023-04-15,195.0,6.0,4683.0,-0.9955599308013916,ABN,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dtr7we8IJBE,2022-12-16,179.0,3.0,56727.0,-0.9936175346374512,TV9,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6OaM-Z-AZs,2023-01-23,337.0,5.0,4576.0,0.9962822794914246,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cs98ds8VyFo,2022-08-29,129.0,31.0,8565.0,0.9981683492660522,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9YTg2GEIYD4,2022-11-02,248.0,6.0,1709.0,0.9985126852989196,Sakshi,Gadapa Gadapaku ,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
1kM4sILuV3I,2022-05-12,169.0,16.0,2819.0,-0.9891533255577089,Sakshi,Gadapa Gadapaku ,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
JVzKDJ-NWx4,2022-07-26,173.0,7.0,4447.0,-0.9932953715324402,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dGtXZlqwuiM,2023-02-15,86.0,0.0,1509.0,-0.9984153509140016,ABN,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aa8ifJQsqtQ,2023-02-10,240.0,8.0,5579.0,-0.9879229664802552,TV5,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQGQINsEncQ,2022-08-24,68.0,0.0,2713.0,-0.9981377124786376,TV5,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nzPmGISmm5Q,2022-12-12,89.0,3.0,5872.0,-0.99887615442276,TV5,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SrivwkAB8F0,2022-05-11,128.0,30.0,9259.0,-0.988280177116394,Sakshi,Gadapa Gadapaku ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kKajNdpaVmE,2023-01-21,161.0,7.0,6657.0,0.9932297468185424,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mVXmnQZefZA,2022-12-21,101.0,2.0,3238.0,-0.999232530593872,ABN,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EoidIBZHcDg,2022-10-30,205.0,2.0,2076.0,-0.9791557192802428,Sakshi,Gadapa Gadapaku ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g5oF7urG9oE,2023-04-04,221.0,2.0,2606.0,-0.9994630217552184,ABN,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a78Jv4w4Apw,2023-04-12,213.0,6.0,4156.0,0.9834749698638916,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
kMaY-ZF4EsU,2023-02-13,183.0,6.0,1394.0,0.9946740865707396,Sakshi,Gadapa Gadapaku ,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
mjKoeiNPMmY,2021-02-17,228.0,1.0,4760.0,0.991859257221222,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krv3JGnKNs0,2023-01-10,79.0,6.0,3296.0,-0.9982342720031738,TV5,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jOQdHQopZJY,2022-12-29,214.0,22.0,20928.0,0.986901879310608,TV9,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JE4gtsCLy3Y,2022-05-28,324.0,0.0,549554.0,-0.9925056099891664,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ec9gPsw75VA,2022-07-26,216.0,8.0,2734.0,0.987547755241394,Sakshi,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,Gadapa Gadapaku ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iH4q6LLDQq8,2022-11-03,279.0,5.0,1450.0,0.9975777268409728,Sakshi,Gadapa Gadapaku ,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
