ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,tirupati_l.png,vizianagaram_.png,jaggayyapeta.png,kodur.png,venkatagiri.png,kakinada.png,eluru.png,pulivendula.png,kalayan_durg.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,nandyal_l.png,nandikotkur.png,tekkali.png
DeRbXhANkFo,2022-10-28,360.0,137.0,47923.0,0.995741605758667,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5LCVG0wHtys,2023-01-16,272.0,72.0,49671.0,0.9528266787528992,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MrwwA2YlzeI,2023-04-10,206.0,5.0,1215.0,-0.9953100085258484,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rZWhOuXjhpU,2023-03-01,124.0,2.0,510.0,-0.9987362027168274,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HJSrhDMConk,2022-01-06,122.0,353.0,98867.0,-0.9917978048324584,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LkyDLEH1QxE,2023-03-30,271.0,4.0,2970.0,-0.998319447040558,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TVbvJgx1zxo,2022-10-29,131.0,7.0,8183.0,-0.9970122575759888,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cux-FEaUjTs,2022-11-02,361.0,0.0,6012.0,0.9750280380249025,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EK7Gb4umB5c,2023-04-07,34.0,0.0,619.0,-0.9911990761756896,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WJagTN7HPhA,2022-10-29,280.0,51.0,18440.0,-0.9992712140083312,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ioxgRhswDg8,2022-10-29,85.0,3.0,2667.0,-0.993630826473236,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMSeH6svQXQ,2023-02-24,27.0,47.0,162766.0,0.9966778755187988,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2im6AMOucwQ,2022-11-27,215.0,77.0,20119.0,0.9959983825683594,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XCkWpFSp86A,2022-10-06,295.0,1.0,1635.0,-0.99361914396286,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elmYSIzrIiw,2022-09-12,200.0,4.0,2562.0,0.9968992471694946,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eLmAv9oUSH0,2022-12-05,202.0,0.0,2530.0,0.9976851940155028,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nV-uX304qrk,2023-04-03,155.0,0.0,1137.0,-0.9976242184638976,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAepEeLSKkc,2022-12-03,21.0,0.0,782.0,-0.9961863160133362,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QDMSrxeaSrA,2023-03-14,203.0,5.0,4257.0,0.9959235191345216,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2rRoRadEihM,2022-09-19,265.0,1.0,2550.0,-0.992180585861206,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GTdm7LoxPTY,2022-01-10,100.0,141.0,83972.0,-0.9987757802009584,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myxLlJ8vRW0,2021-02-16,200.0,0.0,1474.0,0.9917044639587402,Sakshi,ram gopal varma,1,1,0,1,0,0,0,0,0,0,0,0,0,0
ynzwjLWEasE,2023-03-12,293.0,6.0,2329.0,0.9982945322990416,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6I5jQQraV0,2023-04-14,61.0,0.0,1169.0,-0.941166877746582,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lb71hl178VY,2023-04-16,213.0,18.0,38212.0,-0.9962504506111144,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E3dOoTHcFtA,2022-08-21,181.0,1.0,760.0,-0.9983596205711364,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H43LZBe0iIc,2022-12-23,209.0,12.0,127954.0,0.9782228469848632,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w7mfi4wnqx4,2023-04-15,280.0,15.0,12419.0,0.988523006439209,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mWZlzE6_vyk,2023-02-18,268.0,0.0,591.0,0.996601700782776,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qg6rJbyUOM0,2022-11-19,178.0,0.0,553.0,-0.9881261587142944,ABN,ram gopal varma,0,0,0,0,0,0,0,0,1,0,0,0,0,0
vh-VSkMHsXo,2023-02-24,299.0,192.0,112474.0,0.9945449829101562,TV9,ram gopal varma,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nl16wABmJY8,2023-03-09,193.0,0.0,699.0,0.9987568855285645,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RIBMjw94NfE,2019-12-20,284.0,2.0,2154.0,0.9982081651687622,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O_NiBkx175U,2022-09-28,146.0,3.0,581.0,-0.9979678988456726,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_09BPW99Aw,2021-02-18,240.0,9.0,18811.0,-0.997835338115692,Sakshi,ram gopal varma,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pux2Wv_kH_4,2022-12-06,230.0,1.0,1331.0,0.9970802664756776,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIAMSl1S16o,2023-01-09,170.0,33.0,8946.0,-0.9984642267227172,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hJDNyx6k2sc,2022-01-12,232.0,27.0,17093.0,0.9978193044662476,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHWj5S4m5wQ,2023-03-20,230.0,2.0,4777.0,-0.9993292093276978,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nxdLE9ME1lg,2023-04-09,61.0,1.0,623.0,0.998243808746338,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nfOQ1piNNJA,2023-02-20,97.0,17.0,87489.0,0.9965257048606871,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zCHU6rhQKGc,2022-01-10,268.0,87.0,77106.0,-0.9900150299072266,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qjJq5YQzjCA,2023-01-12,127.0,1.0,1619.0,-0.994085431098938,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gCwQ_EuvfOk,2023-04-13,295.0,29.0,58862.0,-0.9977320432662964,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TGXs4AHKOc4,2022-10-12,61.0,3.0,1453.0,-0.9874700903892516,ABN,ram gopal varma,0,0,0,0,1,0,0,0,0,0,0,0,0,0
q3QLjUi4nl4,2023-03-19,99.0,0.0,827.0,-0.9949177503585817,TV5,ram gopal varma,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PTDkqS1pDfg,2022-10-13,328.0,0.0,2922.0,-0.9941108822822572,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sOakynSTKfY,2023-04-08,43.0,1.0,14180.0,0.9905479550361632,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1dN7bmpqeys,2023-02-27,57.0,24.0,13353.0,-0.998501181602478,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXci19zAVSs,2023-03-17,275.0,0.0,391.0,0.996188461780548,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abII0AUKpFY,2023-01-09,195.0,2.0,1722.0,-0.9982143640518188,ABN,ram gopal varma,0,1,0,0,0,0,0,0,0,0,1,0,0,0
MjUKznUB7Uw,2023-01-10,270.0,8.0,3036.0,-0.998596727848053,TV9,ram gopal varma,0,0,0,0,0,0,0,0,1,0,0,0,0,0
r1vG0ta9Pzk,2022-10-17,51.0,0.0,4737.0,0.9987277388572692,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5NperA4q2x0,2023-02-27,57.0,82.0,67075.0,0.9974378347396852,Sakshi,ram gopal varma,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5C4Q7rfsdso,2023-01-15,94.0,145.0,91923.0,-0.9977943897247314,TV9,ram gopal varma,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B8geduKvNpM,2023-03-17,150.0,4.0,1652.0,-0.985108196735382,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uk4F2GUtz_E,2022-12-04,90.0,0.0,562.0,0.997399926185608,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
giTKVK4qNQo,2023-04-05,272.0,0.0,781.0,0.997102916240692,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5SvG95sOgs,2022-08-22,319.0,3.0,6016.0,0.9971815347671508,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RltSTYW6WYw,2023-02-24,160.0,2.0,3101.0,0.9916529059410096,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mjKoeiNPMmY,2021-02-17,228.0,1.0,4760.0,0.991859257221222,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B14F4Qv4Rmc,2021-02-16,293.0,0.0,943.0,-0.9896355271339417,Sakshi,ram gopal varma,0,0,0,0,0,1,0,0,0,0,0,0,0,1
xb6fj4tQaVw,2023-03-23,244.0,56.0,139115.0,-0.9850178360939026,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MC6Cn6ulrPM,2022-11-10,413.0,3.0,5353.0,0.9984056353569032,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rIMr9hxtIY8,2023-01-21,154.0,0.0,893.0,-0.9982473850250244,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zt2DpVy5EHw,2022-11-13,180.0,1.0,3354.0,-0.9975892305374146,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tmhL95YDz64,2022-09-13,75.0,0.0,520.0,0.992838442325592,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4pvJEmUaHr4,2022-10-23,245.0,0.0,734.0,0.9988057613372804,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lV0qWG2oWe4,2022-12-08,202.0,6.0,6132.0,0.9947956204414368,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6A1SGttVSh0,2023-03-28,279.0,6.0,3324.0,-0.9994801878929138,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yQDCfNXZ9tk,2023-02-02,75.0,1.0,482.0,0.9987086057662964,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Z7T9Xq-Bks,2023-03-13,40.0,253.0,283425.0,0.9988480806350708,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q7qMkCmmLDk,2023-02-24,186.0,353.0,190468.0,-0.9994102716445924,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yPWL7uznFPw,2023-01-15,124.0,6.0,6992.0,0.9947885274887084,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hNVTN2q5vXY,2023-03-18,165.0,12.0,33787.0,-0.9937769174575806,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rhS81xN5aBU,2023-02-10,32.0,1.0,6448.0,0.9960837364196776,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EnSZDLQvkhs,2023-03-18,118.0,0.0,1025.0,-0.996484875679016,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9zUnC_cziNU,2022-11-27,4695.0,0.0,47208.0,-0.996455192565918,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k6xdr5QJUUI,2023-02-24,212.0,140.0,71212.0,0.9872904419898988,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-YcVgBDD9I,2022-11-14,235.0,0.0,4754.0,-0.9947226047515868,ABN,ram gopal varma,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Vv_vn5KPtbM,2023-03-23,342.0,1.0,1487.0,0.9967772364616394,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EFPjK8Dn3b4,2023-04-18,321.0,24.0,45912.0,0.9623546600341796,TV9,ram gopal varma,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hjv_deoWzWo,2023-01-18,327.0,12.0,5819.0,0.9977787137031556,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KR3LgToYwUQ,2023-04-03,225.0,12.0,12075.0,0.9766501188278198,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XQwKak4EBWs,2023-03-18,207.0,11.0,57793.0,-0.994106650352478,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__FYHI6QcE,2022-10-29,145.0,6.0,2475.0,0.9952566027641296,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sIA32UaxlUc,2022-10-14,199.0,2.0,2064.0,-0.996513307094574,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEv954uCgH0,2022-12-08,259.0,0.0,3309.0,0.9982838034629822,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0LOcHpFcQ2k,2022-09-27,170.0,0.0,2217.0,-0.9987975358963012,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMPa8e4_OUE,2022-01-10,43.0,39.0,49409.0,-0.9768381118774414,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UzRUGSBDTd0,2023-02-24,262.0,16.0,11473.0,-0.9981558918952942,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zAcSH9S0uOs,2021-02-13,191.0,5.0,4936.0,0.995061457157135,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,1,0
oLNkJBZKMsY,2023-03-22,279.0,21.0,3001.0,-0.9925423860549928,TV9,ram gopal varma,0,0,0,0,0,0,0,0,1,0,0,0,0,0
JCbEdubwiFE,2022-10-08,329.0,53.0,22829.0,0.9727538228034972,TV5,ram gopal varma,0,1,1,0,0,0,0,1,0,0,0,0,0,0
6mwvYF8HB0c,2023-03-21,35.0,2.0,688.0,-0.658758282661438,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VdyzOsvRfpk,2023-03-29,303.0,68.0,40450.0,-0.9964680671691896,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ttOm9Kmz_D0,2023-01-21,100.0,1.0,1319.0,0.9811764359474182,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rfe9I-WEvR4,2023-02-24,154.0,2.0,7774.0,0.9932624697685242,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9gBC0W_SgY,2022-09-09,127.0,1.0,963.0,-0.9994876384735109,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
urDvcV6hVUQ,2022-10-26,417.0,2.0,1534.0,-0.9911415576934814,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w3JiAZgqKU4,2023-03-13,131.0,0.0,3115.0,0.9983201622962952,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xbACCC8YT0Y,2022-09-11,100.0,0.0,1469.0,0.9958680868148804,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPMpwAH97ME,2023-02-24,349.0,0.0,904.0,-0.9928340911865234,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vAYBTB5NBb0,2023-01-26,169.0,0.0,1396.0,0.9969807267189026,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gaGtzE34u24,2023-03-18,269.0,4.0,3412.0,0.9984285235404968,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7WmmHKz-zqo,2022-10-27,204.0,17.0,1502.0,-0.9965248703956604,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6okWxQiJmNU,2023-03-21,125.0,1.0,1166.0,-0.9988993406295776,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
udV1Ay7hZf8,2023-03-16,98.0,0.0,1092.0,-0.99334055185318,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CCO9I41cFQ,2022-09-13,237.0,2.0,1660.0,-0.9986322522163392,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EI7FgSXdw0w,2022-09-21,320.0,472.0,254667.0,0.9943256974220276,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MbfGDVTfMz0,2023-02-24,67.0,44.0,9470.0,-0.9986087679862976,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grIW3b4PzEE,2021-02-20,225.0,0.0,1253.0,0.9968423843383788,Sakshi,ram gopal varma,0,0,0,1,0,0,0,0,0,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P-iWVDfdJyg,2023-04-19,222.0,6.0,1050.0,-0.9993563294410706,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o5nQDt3tYqw,2023-03-08,231.0,10.0,3016.0,-0.9973475933074952,Sakshi,ram gopal varma,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CJ77aU3a-Qw,2023-01-01,234.0,0.0,778.0,0.9980886578559875,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sxg6iLUdtPw,2023-02-24,263.0,319.0,178564.0,-0.9913803935050964,TV9,ram gopal varma,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HRNbSXRFCik,2023-03-12,328.0,7.0,2941.0,0.9692771434783936,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
j6ITSw6CihM,2022-11-02,27.0,7.0,7977.0,0.990405261516571,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x1LyU1onhrw,2021-02-17,140.0,0.0,2603.0,0.9985849857330322,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kp3cB6ai3io,2023-02-16,257.0,2.0,2146.0,-0.9990864992141724,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gBj3FLY0Mwk,2023-02-27,102.0,16.0,10793.0,-0.9910995364189148,Sakshi,ram gopal varma,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mXFcfg0XDec,2022-12-02,326.0,0.0,408.0,0.9981822967529296,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9bXkPPV2If8,2022-11-14,67.0,0.0,179.0,0.9985779523849488,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nUsHkcrTGL0,2022-12-14,318.0,0.0,977.0,0.9968166947364808,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T4na9pGzisc,2023-01-05,385.0,606.0,119968.0,-0.9931495785713196,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aosavr75nQE,2022-11-14,294.0,55.0,31091.0,-0.9948278069496156,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iTa-80X2-q8,2023-03-01,216.0,27.0,44349.0,-0.997787594795227,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZWMGAYWohKE,2023-02-28,363.0,2.0,1277.0,-0.9971377849578856,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wyiJf1ncb1w,2023-03-08,233.0,44.0,13741.0,0.9981449842453004,Sakshi,ram gopal varma,0,1,0,1,0,0,0,0,0,0,0,0,0,0
FBgQ9pb9drU,2023-01-19,335.0,1.0,449.0,-0.995027482509613,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VRzC5mm40IY,2023-02-24,281.0,13.0,14561.0,-0.997568666934967,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c8xJ67fWp2s,2023-02-24,182.0,263.0,186540.0,-0.9978612065315248,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFJt8zQwsJA,2021-02-21,183.0,0.0,1249.0,0.998317003250122,Sakshi,ram gopal varma,0,1,0,1,0,0,0,0,1,0,0,0,0,1
UrqZCbJMIr0,2023-03-18,229.0,15.0,1790.0,-0.9983481168746948,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2FPtpX-c9E,2023-03-01,289.0,207.0,73553.0,0.9732816219329834,Sakshi,ram gopal varma,1,1,0,1,1,0,0,0,0,0,0,0,0,0
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2B9iOT1Hefc,2023-03-13,40.0,0.0,3236.0,0.9988161325454712,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dDCMqNMZ_xg,2023-04-05,174.0,8.0,3771.0,0.9976874589920044,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mb4kKJBT9r0,2022-12-02,190.0,5.0,2330.0,-0.9982016086578368,ABN,ram gopal varma,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vnagNEsr3J8,2021-02-21,231.0,1.0,676.0,0.997171938419342,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
