ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,tirupati_l.png,vizianagaram_.png,jaggayyapeta.png,kodur.png,venkatagiri.png,kakinada.png,eluru.png,pulivendula.png,kalayan_durg.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,nandyal_l.png,nandikotkur.png,tekkali.png
zb3mL5U8ypk,2022-10-13,133.0,0.0,434.0,0.997894823551178,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kox9xsQfRBI,2022-11-22,87.0,8.0,1795.0,-0.9987635612487792,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,1,0
e36e7igrSDE,2022-11-01,188.0,0.0,2227.0,-0.9867141842842102,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ckfhm-dis6I,2023-02-24,291.0,41.0,25747.0,-0.9993558526039124,TV9,ram gopal varma,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fbtANNzzAew,2021-02-25,250.0,2.0,3890.0,0.9977091550827026,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lYLV5-FurcU,2023-02-24,241.0,65.0,45870.0,-0.9987651109695436,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2IuMSGmaWvo,2023-01-13,325.0,1.0,2377.0,0.9966378211975098,ABN,ram gopal varma,0,0,0,0,1,0,0,1,0,0,0,0,0,0
vyjEQqshDmc,2023-03-20,230.0,5.0,5991.0,0.9973063468933104,TV5,ram gopal varma,0,0,0,0,0,1,0,0,0,0,0,0,0,1
7YV7dp_UK1A,2021-02-16,187.0,0.0,716.0,0.9947258830070496,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mrOMBrV2qj8,2023-03-15,171.0,47.0,11541.0,-0.9991051554679872,TV9,ram gopal varma,0,0,0,0,1,0,0,0,0,0,0,0,0,0
o0wgiSw0hCw,2023-04-14,276.0,0.0,565.0,0.9911091327667236,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P3CkR5-2BnY,2022-01-11,188.0,583.0,243661.0,0.991845428943634,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zAdgAB7fkqs,2023-03-19,73.0,0.0,16661.0,0.9805072546005248,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEazJ0zIHpY,2022-12-26,116.0,0.0,1483.0,-0.9953281879425048,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jedtongb0TE,2023-03-23,175.0,2.0,2808.0,-0.9994379878044128,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i795hB14PH4,2023-02-27,33.0,3.0,7042.0,-0.9877404570579528,Sakshi,ram gopal varma,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o5JsuPVlQA0,2023-03-15,262.0,14.0,3396.0,-0.9977205395698548,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WfCoz3km8lE,2023-01-07,171.0,2.0,798.0,-0.9964882135391236,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1UjkeEYrqM,2022-09-12,120.0,1.0,2206.0,-0.9976770281791688,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xSIOrAOBjT8,2023-01-29,178.0,149.0,83753.0,-0.986563801765442,Sakshi,ram gopal varma,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0dddbGxsqPY,2023-03-19,295.0,6.0,3252.0,-0.9814020991325378,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QvJ02okZw-c,2022-11-25,201.0,5.0,1497.0,-0.998263657093048,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a78uLVJLFbc,2023-03-08,301.0,21.0,9107.0,-0.966238796710968,Sakshi,ram gopal varma,0,1,1,1,1,0,0,0,0,0,0,0,0,0
HDH5lJiJYeU,2022-09-29,120.0,0.0,1360.0,-0.9954662322998048,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TIRPPWBSu6g,2023-03-18,217.0,87.0,59735.0,-0.9979023933410645,TV9,ram gopal varma,0,0,0,0,1,0,0,0,0,0,0,0,0,0
mCz-3VIhk-k,2023-03-13,283.0,1.0,3289.0,-0.9967034459114076,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a20e3Vcfqmk,2022-09-29,415.0,2.0,2096.0,0.9982365369796752,TV5,ram gopal varma,0,0,0,0,0,1,0,0,0,0,0,0,0,1
UFjBcN6XRgo,2023-02-27,31.0,10.0,9000.0,-0.9982865452766418,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LxAI_atuwEw,2023-02-27,28.0,44.0,41144.0,0.9444246292114258,Sakshi,ram gopal varma,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2pHA62D5VWc,2023-03-18,137.0,123.0,148009.0,0.998711347579956,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TtNzJugxAJE,2023-01-09,280.0,24.0,7216.0,-0.9973689317703248,ABN,ram gopal varma,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5eIswqLtDMg,2023-03-30,69.0,0.0,895.0,0.9984367489814758,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DpEMDpSsNGg,2023-03-30,41.0,3.0,15132.0,-0.999450981616974,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,1,0,0
oE-_v1JqFxo,2023-03-07,100.0,0.0,403.0,0.9988563060760498,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v_fd5e_kXDM,2022-10-14,205.0,0.0,756.0,-0.966456413269043,TV5,ram gopal varma,0,0,0,1,1,1,0,0,0,0,0,0,0,0
xB-d_dpDGoY,2023-03-17,330.0,39.0,66342.0,-0.995071828365326,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5ScWnTuhos,2020-03-06,89.0,37.0,20015.0,-0.9920560717582704,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JG_fs16jxE0,2023-04-10,305.0,2.0,2095.0,-0.999387502670288,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6l6z3YypCzo,2023-03-23,260.0,2.0,763.0,0.9979820251464844,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9bS7cNda5YA,2023-01-25,140.0,3.0,1191.0,-0.9977056384086608,ABN,ram gopal varma,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8tNdaCxSOuA,2023-01-07,477.0,1.0,1186.0,0.9910314083099364,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7RyHLb9CAZo,2022-10-01,172.0,19.0,8133.0,-0.9971720576286316,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w9U0I_l7zlA,2022-11-08,161.0,0.0,1116.0,-0.9984822869300842,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-AH1bFn-FKM,2022-10-12,68.0,0.0,308.0,-0.9983054399490356,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nsbi931axQA,2021-02-16,267.0,0.0,418.0,0.9967024922370912,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uVcvcTdYfY8,2022-10-13,98.0,3.0,2164.0,-0.9973758459091188,ABN,ram gopal varma,0,0,0,0,0,0,0,1,0,0,0,0,0,0
_YJj0cnltMw,2021-02-15,326.0,0.0,3108.0,0.994706928730011,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9BhLlzujxGQ,2023-03-30,351.0,0.0,1002.0,0.9980759620666504,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTrMWkdTLJ8,2023-03-27,271.0,476.0,163841.0,0.9953540563583374,Sakshi,ram gopal varma,0,0,0,0,0,1,0,0,0,0,0,0,0,0
rAzAlffxC9I,2022-08-27,318.0,8.0,3697.0,0.9955311417579652,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vADAXvBkvww,2022-11-24,172.0,2.0,841.0,-0.9989110231399536,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8YyhyYupR9Q,2022-11-22,381.0,2.0,2809.0,-0.9979552030563354,TV5,ram gopal varma,0,0,0,1,0,0,0,1,0,0,0,0,0,0
jVHVHwy7Mcg,2023-02-24,124.0,182.0,105349.0,-0.9978156089782716,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2KfUVi9ZMKE,2023-01-30,253.0,1.0,3752.0,-0.9982224106788636,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wus78afbY2Y,2023-02-24,182.0,5.0,6069.0,-0.9979706406593324,TV9,ram gopal varma,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kqBBigBFWYI,2023-03-19,251.0,7.0,3992.0,0.9758042693138124,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDRKFD2nQVo,2023-01-06,150.0,3.0,1357.0,0.9970327615737916,TV5,ram gopal varma,1,1,0,0,0,0,1,0,0,0,0,0,0,0
9E7JpMLdWtk,2022-12-01,41.0,1.0,850.0,0.9973995685577391,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VbHr2u6b2_U,2022-07-30,245.0,34.0,12228.0,-0.9935582280158995,Sakshi,ram gopal varma,0,0,0,0,0,1,0,0,0,0,0,0,0,1
p3bSjdtaPvo,2023-03-07,235.0,23.0,11281.0,0.9974206686019896,ABN,ram gopal varma,0,0,0,0,1,0,0,0,0,0,1,0,0,0
lZUuqhPuF2E,2022-12-12,76.0,4.0,4979.0,0.9979154467582704,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HWcTQbBREIM,2023-03-03,59.0,2.0,11081.0,0.988331377506256,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,1,0,1
rcRYQFBGTUY,2022-09-10,119.0,1.0,678.0,-0.9966567754745485,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uNP-2InpahU,2022-12-10,174.0,0.0,2867.0,-0.9954234957695008,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W0eqk2BSZ_g,2023-01-06,200.0,4.0,4848.0,0.996606945991516,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K4d7LNEHQDs,2023-01-10,106.0,9.0,2721.0,-0.997219443321228,ABN,ram gopal varma,0,0,1,0,0,0,0,0,0,0,0,0,0,0
RPlI1lrQxSw,2023-02-13,315.0,1.0,1661.0,-0.9944420456886292,ABN,ram gopal varma,0,1,1,1,0,0,0,0,0,0,1,0,1,0
jlXfjqajzmk,2022-10-20,83.0,8.0,1274.0,-0.9941967725753784,ABN,ram gopal varma,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OmrgNS6CP44,2023-04-01,147.0,1.0,521.0,-0.9967308044433594,TV5,ram gopal varma,0,0,0,0,1,0,0,0,0,0,0,0,0,1
YKFEdiHXSDU,2023-03-22,78.0,1.0,1201.0,-0.9994460940361024,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u3Dintt6T5E,2023-04-09,261.0,2.0,2668.0,-0.9878968000411988,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2boUVqqJEU,2023-03-16,257.0,5.0,8639.0,-0.9609341025352478,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EaFL1jTEv0U,2022-12-31,239.0,2.0,36144.0,-0.9927859902381896,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TC1NmDEzUic,2023-02-27,239.0,2.0,3248.0,-0.998747706413269,TV9,ram gopal varma,0,0,0,0,1,0,0,0,0,0,0,0,0,0
h7NS5nueTq0,2023-03-24,297.0,1.0,1485.0,0.9921829104423524,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xgVdROaQdLk,2023-01-25,188.0,5.0,3757.0,-0.9990676045417786,ABN,ram gopal varma,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Y_5eHND0FtM,2022-01-05,81.0,84.0,13584.0,-0.997403919696808,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yjjk6CGPVM4,2023-02-23,106.0,33.0,8010.0,-0.9979115128517152,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XIBoLj-0hn0,2023-04-13,50.0,2.0,11812.0,-0.9991395473480223,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2K3cd3TwD84,2023-03-02,57.0,4.0,16014.0,-0.9845823049545288,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fN9nhUYQvTQ,2023-03-01,185.0,16.0,15590.0,-0.997651994228363,Sakshi,ram gopal varma,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sa3kdl9P40s,2023-03-19,111.0,1.0,873.0,-0.9982789754867554,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tPLu8Y_KMos,2021-02-14,209.0,2.0,2719.0,0.9979216456413268,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F_PQ3fTuc6w,2023-02-27,496.0,44.0,29024.0,0.9983512163162231,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1IPCDNVrD8,2023-01-29,325.0,54.0,21088.0,-0.9950880408287048,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yQT6vXPwwq0,2023-03-27,279.0,32.0,91794.0,0.9973058700561525,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH-g_5K-CDk,2022-12-05,306.0,3.0,2384.0,0.9961259961128236,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YpXsMYRBqi0,2022-11-18,228.0,3.0,33617.0,-0.9658622145652772,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9rWP4I3swxI,2023-03-31,297.0,538.0,141520.0,0.9982798099517822,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UHXeuZZVFsg,2023-03-31,52.0,4.0,57418.0,-0.9925104379653932,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Qm2_wNmUR-4,2022-12-21,232.0,12.0,2049.0,-0.9986218214035034,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a8fesjP0Sps,2022-11-26,291.0,1.0,3511.0,0.997450053691864,TV9,ram gopal varma,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ycYDE2pK7ao,2023-04-04,247.0,0.0,762.0,-0.998522937297821,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44xM3LMChbo,2023-02-13,119.0,0.0,1629.0,0.9988196492195128,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-IXF4CD8T7o,2023-02-13,270.0,5.0,4282.0,0.9984591007232666,TV5,ram gopal varma,0,0,0,1,0,0,0,0,0,0,0,0,0,0
q9ZmJaD5vVA,2022-10-17,67.0,0.0,360.0,-0.9977025389671326,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lu0HnCTA2ac,2023-04-01,248.0,0.0,345.0,-0.9990741014480592,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LRpik0CKYD0,2022-10-27,629.0,234.0,56301.0,0.995544135570526,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kW60ea1GePA,2023-01-05,316.0,19.0,4831.0,0.9801733493804932,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cEBZI1RkqxY,2022-10-29,270.0,78.0,23006.0,-0.9913613200187684,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f9846u_PpmE,2023-03-19,330.0,13.0,19914.0,0.987016499042511,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brCI-EEjBUY,2022-10-05,165.0,151.0,278540.0,-0.998450517654419,TV5,ram gopal varma,1,1,0,0,0,0,0,0,0,0,0,0,0,0
I6CtWeHP0fU,2023-01-24,208.0,0.0,523.0,0.9988548755645752,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PVCWC1K16hM,2023-01-04,335.0,5.0,928.0,0.9940696954727172,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,1,0,0,1,0
XiVhlNB_xOo,2023-03-03,125.0,0.0,1608.0,0.9987722039222716,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THzo0Rn1JgQ,2023-01-16,330.0,13.0,10400.0,-0.9976351261138916,ABN,ram gopal varma,0,1,1,0,0,0,0,0,0,1,1,0,1,0
hZJEhoajbng,2023-04-13,297.0,0.0,1269.0,0.9953340888023376,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xqByr60i7JE,2022-12-06,225.0,15.0,15289.0,0.9969413876533508,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bQCrM69hjvM,2023-03-24,272.0,1.0,768.0,-0.987585186958313,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8He9v_Jm6vM,2023-03-06,259.0,0.0,5760.0,-0.992664396762848,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4TvsV4yTeeM,2022-11-29,82.0,1.0,541.0,0.9980791807174684,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AswcjfI4BQQ,2023-01-28,275.0,3.0,6139.0,0.9961950778961182,TV5,ram gopal varma,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jTCF6WTsSq0,2022-10-26,591.0,46.0,6389.0,0.9953674077987672,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLZvncvtQRY,2022-11-08,279.0,0.0,400.0,-0.9986246824264526,ABN,ram gopal varma,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P2kYP-dpVMI,2023-02-24,157.0,244.0,135028.0,-0.9973055124282836,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vbhBi37F1K8,2022-12-05,208.0,8.0,9539.0,-0.9971676468849182,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bv6mXoJJ1NI,2023-03-14,307.0,6.0,2571.0,-0.9895076155662536,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uaHnNgDbshI,2022-09-22,375.0,58.0,52083.0,0.9941258430480956,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y8U_zPw_e-k,2022-10-29,190.0,74.0,12853.0,0.9961366057395936,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x1d7yNCnwMs,2022-11-07,208.0,1.0,2426.0,0.9971551895141602,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nzIkCEasKDw,2022-12-21,225.0,12.0,8613.0,0.9619418382644652,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gsrg7E0PxA8,2022-12-10,272.0,0.0,2717.0,-0.9994035959243774,TV9,ram gopal varma,0,0,0,0,0,1,0,0,0,1,0,0,0,1
rN7Li7JeHQc,2023-03-23,129.0,1.0,823.0,0.992141604423523,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ljz1UEZ1rD0,2022-03-07,345.0,33.0,6017.0,0.991495966911316,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dHGj2MavTsw,2023-03-02,175.0,3.0,567.0,0.99305659532547,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sl6RLyKhn3M,2022-12-25,45.0,1.0,419.0,-0.9878116250038148,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8znacEXZy-U,2022-10-24,307.0,2.0,1001.0,-0.9993428587913512,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p1Y_-6GcOfs,2022-11-27,212.0,4.0,1762.0,-0.9862337112426758,TV9,ram gopal varma,0,0,0,0,1,0,0,0,0,0,0,0,0,0
fDtD-__mOqY,2023-02-24,74.0,52.0,38252.0,-0.9971447587013244,TV9,ram gopal varma,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SFAeY4VMSTQ,2022-12-08,380.0,24.0,17962.0,0.9839625954627992,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hc1AwTzO6bw,2021-06-30,327.0,15.0,3117.0,0.9969496130943298,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R7OV20Onf68,2023-03-25,329.0,6.0,2097.0,-0.9990941286087036,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gWll5v-IxzI,2023-02-24,216.0,212.0,64108.0,-0.99897962808609,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1FSojVCFxZ8,2023-01-06,34825.0,5.0,7407.0,0.9919648170471193,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OfPnQfoIxHQ,2022-12-18,142.0,18.0,2604.0,0.9884662628173828,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HM85XkwTt1w,2022-12-02,398.0,2.0,2505.0,-0.9984951019287108,TV5,ram gopal varma,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CseUzgMOaWc,2023-02-27,639.0,193.0,56535.0,0.9985902905464172,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0wc4os7QBQk,2023-03-25,346.0,12.0,21644.0,-0.9967189431190492,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0EBMigMDa8,2022-12-02,276.0,14.0,1979.0,-0.9994901418685912,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1Ykhy17QfDo,2021-02-15,267.0,2.0,2518.0,0.9796199202537536,Sakshi,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ks9CyGp1l9M,2023-04-17,197.0,0.0,1781.0,0.9913495779037476,TV9,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tTqma8UUPhU,2022-11-14,188.0,1.0,702.0,-0.9928327798843384,ABN,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9kR6IeqttN8,2022-10-29,220.0,192.0,102952.0,0.9934197068214417,TV5,ram gopal varma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
